review,terms
i visited the apple store and be impressed with the 17-inch macbook pro,
very frustrating,
the driver updates do not fix the issue,driver updates
i will never go back to windows,windows
do your research on this issue,
i decided to purchase the mbp 15in intel core i5 after reading consumer reviews as well as professional reviews of this laptop,
looking to take my video and photo editing to the next level,
it doesnt work worth a damn,work
it really rocked,
hp pavilion dv9000 notebook pc when i first got this computer,
it works really well,works
it have happened again and i be being told that it 175,
and a bid hd,"hd,hd"
better graphics card,graphics card
bigger hd,"hd,hd"
lord have mercy,
the built in camera be very useful when chatting with other techs in remote buildings on our campus,built in camera
no big deal,
700 w o a dvd burner ,dvd burner
mine came at 1,
the dvd burner broke after burning 3 dvd would during that time,dvd burner
it works fine with our wireless and they have have not problems,works
but you must get the 15 inch,15 inch
i will be returning it and switching brands when i get to best buy,
product support very poor as each phone call costs me long distan,product support
great computer,
my daughter loves,
the screen be perfect,screen
overall the computer be very easy to use,use
the casing of the power cord fried and shocked my husband when he pulled it out of the socket,casing of the power cord
it does not keep internet signals no matter where you bring it,internet signals
apple be one of the best computer companies in the country,
please make these,
frustrated i hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time,
the computer started crashing about every week,
after the first few months,
and kyle the oldest child be 12 and really need something to help him in school,
my son and his family have a hard time financially because he be self-employed so the family have no computer of any kind,
it a great product for a great price,price
the right speaker did not work,right speaker
the same problem,
again,
but see the macbook pro be different because it may have a huge price tag but it comes with the full software that you would actually need and most of it have free future updates,"price tag,software,updates"
and long lasting operations,
dependable,
i did my research for about 2 weeks and determined to move for hp to apple for reliability,
before i bought my new i5,
dell wanted to charge us for everything everytime i called them with a problem,
this have been nothing but a headache since we purchased it,
i have have my dell latitude for almost three years,
may be better for the occasional web surfer,
and the multiple page viewer allows you to press one button to see every separate page currently opened at the same time in one screen be great for those who be working non stop or just shopping online,multiple page viewer
this be the 3rd day and part still have not been shipped,shipped
obviously we both got new macs,
unlike the pcs in our lives,
my iphone synced right up just like a person would expect,
that being said after 2 weeks of owning every time i start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable,
sign in to wifi and look up book reviews of books i might buy,
sit in the coffee shop area,
it fun to take to a bookstore,
but not super expensive either,
not super fancy,
keyboard good sized and wasy to use,"keyboard,use"
hp said it be out of warranty,warranty
or hope you laptop does not break down,
-stay away from apple,
it a great prodcut to handle basic computing needs,
not with a brand new laptop,
i never have this kind of quality issue with dell not to say dell be that great ,quality
wonderful features,features
the laptop be really good and it goes really fast just the way i thought it would of run,
i have to call hp and ask for a recovery disk because the computer does not come with one and completely redo it all,recovery disk
im glad that it have such great features in it,features
it just a great toy to have around,
i like those programs better than office and you can save your files to be completely compatible with the office programs as well,"programs,office,office programs"
great wifi too,wifi
letters and spaces be frequently omitted requiring the user to redo many words and sentences,
when typing,typing
only a few days after i received the computer back,
the screen froze again,screen
it be not ideal for children because of the temp,temp
but if you can get past that,
this be a great laptop for a little money,
sounds like a typewriter,
when this happened i would have to completely power off my computer and restart it,
although i do believe that windows operating system may be to fault for some of the problems,windows operating system
fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port,"processor speed,thunderbolt port"
great os,os
i or my dad paid over twenty four hundred dollars for everything,
the lcd screen stopped working on mine after 10 months,lcd screen
that includes transferring my music and movies,
images be crisp and clean,images
same thing,
took that one home,
i be going back to pc,
quick laptop for the money,
great,
although its windows vista compared to windows xp sucks,"windows vista,windows xp"
also,
internet explore just quits and you lose whatever you be working on,internet explore
such as adobe flash player just quits and have to be uninstalled and then reinsalled,adobe flash player
the same update,update
the same windows update have appeared on this computer since we got it and have been updated probably 400 times,"windows update,update"
we have have numerous problems with vista,vista
the dell mini be the first dell product that i have ever purchased,
with the switch being at the top you need to memorize the key combination rather than just flicking a switch,"switch,switch"
my mac have gone from being a trusted friend to an adversary,
please purchase this model and get a 4gb stick of ram to save you 10,4gb stick of ram
one more tip,
my laptop have overheated and be completely dead even though i did not use it too much,
by week two,
and it be impossible to get them back in,
my last laptop gave me a constant battle even though it be also completely new,
i have been a mac user since the mid 90s,
it have bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard,"hardrive,touch control buttons,keyboard"
after the bad experience with this computer went back to compaq,
finally after months of research the discovered that they mailed it to a walmart and there probably would be no way to find the box,
it does not heat up like my old laptop,
i always have used a tower home pc and jumped to the laptop and have been very satisfied with its performance,performance
it solid,
i owned a dell laptop,
before i got my macbook,
this laptop be the most amazing little peice of machinery i have owned outside of the iphone,
garageband be all very helpful as well,garageband
imovie,imovie
itunes,itunes
iweb,iweb
the computer runs very fast with no problems and the ilife software that comes with it iphoto,"ilife software,iphoto,runs"
at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still have the same problem so now i have to send it back again to get it fixed again,system board
hardware and purchase the best deal you could find,hardware
i thought you just looked for what you wanted size,size
options,
software,software
until i bought the dell,
i do not know how i could ever live without my qousmio,
and great graphics,graphics
lots of hard drive,hard drive
it have plenty of memory,memory
it been just fine and like the way this laptop functions much better,
it did not take me long to get switched over to the mac computer programs and navigation ,"programs,navigation"
it lasted for many years of travel,
it would work,
kids and abuse and if i fired it up today,
many years,
been a pc user for many,
and it be still as fast as it be when i first bought it,
i have never have any issues or problems with my macbook pro so far,
and it always shows that there be an error,
so i have to restart it a few times every time i use it,
it freezes,
my girlfriend realized that the netbook hinge be a bit loose when you open or close the lcd ,"hinge,lcd"
however,
my problem be with dell customer service,dell customer service
it just makes me want to set my self on fire,
there be so many things wrong with this product,
so i would definitely not recommend it to anyone,
it be not even a year old yet,
amazing machine,
and sometimes play games,
check mail,
just write papers,
so i cannot reccomend it if you be in the computer field,
i do not do any high tech stuff on it,
and they issued me an rma number and a prepaid ups shipping label the very next morning on saturday,
i contacted them late friday night,
newegg rma service be great as always,rma service
i be very impressed,
dell sucks,
very durable,
design ,design
it be easy to go from one keyboard to another,keyboard
i spoke to 4 different people and be told they needed to transfer me to a 5th person,
the mac book pro performs flawlessly,
has a 5-6 hour battery life,battery life
1 the screen video resolution wo not increase to a higher resolution then 1024 x 60,"screen video resolution,resolution"
my only issues be ,
final cut pro 7,final cut pro 7
firefox,firefox
msn messenger and a few other applications constantly at the same time,"applications,msn messenger"
photoshop,photoshop
safari,safari
i run dreamweaver,dreamweaver
i have owned many computers and laptops,
i recently purchased the mini and absolutely love it,
does a great job with video shot on a canon 5d mkii,
and as soon as the warrenty be up,warrenty
and it worked great for one year,
but we got one of these,
i be told by many that it be a great computer,
then it got really bad,
ive have to call tech support many times,tech support
and really cool to use unlike the competition ,
easy,
the apple applications exiphoto be fun,"apple applications,iphoto"
i have it on the highest available setting,
yes,
not to mention it have shit gigs,gigs
hieroglyphics be quite common,
this worked just fine,
as well as the top of the line dvd and cd burners,"dvd,cd burners"
i paid for extra memory and the 17-inch screen,"memory,17-inch screen"
uploading photos,uploading photos
watching movies 720p on occasion and creating presentations,"watching movies,creating presentations"
its pretty fast and does not have hiccups while i be using it for web browsing,web browsing
i be so happy with my new mac,
it the only computer printer we will buy,
quality display i love hp,quality display
i opted for the 12 cell battery,12 cell battery
despite the inconvenient weight,weight
my macbook be faster than any comparable pc,
the case be carved out of a single block of aluminum,case
i be very happy with this machine,
i do not recommend this company or their products,
i like this machine because its very lightweight,
first it burned or fused the power adapter plug,power adapter plug
the only thing it needs be better speakers,speakers
the features be great,features
but there be nothing on the screen,screen
it be still working,
i bought this laptop and found its tab be not functioning,tab
toshiba be aware of the issue but unless the extended warrenty be bought toshiba will do nothing about it,extended warrenty
hp said i have done the damage,
should be fixed by the end of the week week 3 ,
they report that tft panel be broken,tft panel
-called headquarters again,
as well,
navigation through the computer be far superior compared to windows operating systems,"navigation,windows operating systems"
i would recommend this product,
i would most definetly buy an acer one computer,
if i have to buy another computer,
reduces the screen size and increases the bulk,"screen,screen size,bulk"
to a full-inch margin that be obviously unnecessary,
the screen be framed by half,screen
and music software be nowhere close to professional grade software im used to cs5 but does the job for beginner and even intermediate media designers,"music software,software"
video,video
though the picture,picture
i previously owned an hp desktop and a dell laptop,
everything else just install and go,
this thing be a lemon,
my laptop be almost 2yrs old and i have never have any problems with it,
all the customers that come in hate dell,
identical,
we now own two of these,
i have already recommended this laptop to a friend who eye would the computer when i took it out of my bag,
purchased specifially for attending online schooling,
i enjoy very much my new toshiba,
you cannot go back,
once you go mac,
and originally it worked fantastic,
i brought this laptop last friday,
the much lauded combined touch pad and clicker be a nightmare,combined touch pad and clicker
sleek and beautiful,
the unibody construction be solid,unibody construction
fun,
powerful and will last a long time,
they be easy,
i want my l505-s5988 back,
and she knows nothing about computers,
and she used it with ease,
i let my friend borrow it,
this macbook be an outstanding product with great value,value
i would suggest a pull-behind solution when looking at cases,
if that be the case for you,
i have to re-install windows within two weeks of the purchase and soon discovered cracks in the screen hinges,"windows,screen hinges"
a second problem involves the battery which be advertised as having a storage life of 11 hours but when fully charged shows only 7 hours of service,"battery,storage life,service"
and plenty of storage with 250 gb though i will upgrade this and the ram ,"storage,ram"
5 times,
and diagnostics,
and take it to their store for evaluations,
i have to call apple 19 times each time 40 to 75 minutes on the phone ,
they be out of replacements because many computers have problems with the nvidia chipset -inquired status of repair,nvidia chipset
no temporary replacement,
i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty,extended warranty
i respond that i do not have the old computer,
i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat,
and it turned out to be a very unstable,
unreliable laptop for me,
programs would crash all the time,programs
i bought this lap top and the charge time dose not last as long as they say it will more like 2 hours,charge time
because of the size and consistancy of the laptop computer,"size,consistancy"
some websites would not even attempt to work on the computer because of browser problems,
also,
i work with kids and they love making short videos on there,
i be pretty rough when it comes to electronics and it have taken it all with no reprecutions yet,
it be very durable,
but have loved the macbook pro,
the key bindings take a little getting used to,key bindings
keyboard be reasonable size,"keyboard,size"
instead it be sitting in west verginia waiting for ups to take two days to send me a box and two days for them to ship the computer some 691 miles by air to louisville ky,
i be now trying to decide on another dell model,
i find myself using the 10-key more than i thought i would,10-key
the macbook be a fantastic laptop,
the fan made a constant hissing noise in the background,"fan,fan"
fan noise ,"fan,fan"
meaning i average about three tabs ,
i believe this be because i be more active than the average user,
best buy rocks,
a couple things you should know ,
returned it in santa maria,
thinking it be just a problem with that computer,
bought the first asus laptop in san francisco,
the operating system be solid and friendly to a novice,operating system
the screen be bright and clear,screen
it have a 1 ghz faster processor and a stock 500gb hard drive,"processor,500gb hard drive"
the feature be good enough for what i need,feature
all the yada-yada,
the biggest problem have been tech support,tech support
finally,
this laptop be great for work and doing my pictures,
i have the computer for a full year and it be a new computer,
i have not noticed the issue with dvds or other media,
only through usb output,usb output
this be not a big deal,
i love it,
with windows laptops a wireless mouse be an absolute must,wireless mouse
and yet it be small enough to be reasonably portable,
artwork ,
i have been a windows linux user before this i love the size because the screen be big enough for what i use it for internet,"size,screen,windows,linux"
but if you be willing to pay another 200 dollar for a windows disc,windows disc
very good quality and well made,quality
but i use the touchpad 90 of the time,touchpad
i bought a logitech desktop set in anticipation for using with the mbp,
or a new computer they be not useful and left it up to myself to figure out what to do with it,
reurn,
when calling dell for help,
two of the times be in one month,
i be not happy,
so needless to day,
my niece and nephew have played a few web games and it runs anything that does not require a dedicated video card,video card
i found myself to a limited 7 hours which be still amazing ,
although i be promised about 10 hours,
it have the full sized touch pad with 2 buttons instead of just one,touch pad
it be also cheaper than the pro which made it even more appealing to me,
when i purchase a new laptop i always end up using an external mouse for convenience,external mouse
typically,
consumer report recommended toshiba,
needless to say i told them no and have a nice day and hung up,
it be super easy to set up and be really easy to get used to,set up
other than that you be all set,
the only thing that can be updated be the video,video
it be not worth it,
its a good laptop for its value,value
and i babyed the heck out of it just one day when i opened it turned it on went to click and it be broke,
probbly the worst decision we ever made,
then the hard drive failed,hard drive
this computer literally takes about five minutes to start up and to be able to use without it crawling and i do mean crawling,
i have less problems,
it will be returned in the state to which it be shipped michigan,
it laptop runs great and loads fast,"runs,loads"
plain and simple,
this machine rocks,
of course my warranty runs out next month,warranty
my next laptop will also be a mac,
but not in this case,
an online class and such and did not want to spend too much on my first machine,
research,
taking notes,
the capabilities using that program alone made me want a mac,program
i have a hard time from beginning,
when i got this laptop in 2007 to help me with school,
i do not know for sure,
no machine have come remotely close to causing as many problems,
every single one we have gotten we have have problems with,
it be the worst computer dell ever made,
check the activity monitor app to see if the disk throughput have temporarily dropped to zero,disk throughput
if you ever see the spinning beachball come up when you think it should not ,spinning beachball
it be very easy to be able to access wireless internet access,wireless internet access
i have found also,
about 1 2 of the sites i need to visit because of my work contain some type of flash,
this be a great value for the money,value
ran great and be really fast,ran
it be a great laptop,
the battery have never worked well,battery
return it,
i can guarantee this will be the last dell i will ever purchase,
they said it be a computer error on this type of computer,
i will never buy another computer from dell ever again do to how awful it worked and how i be treated by the company,company
my review mainly talks about the difference i have felt between an early 2011 and late 2011 mac book pro,
that be a big mistake,
the only problem be a lack of screen resolutions,screen resolutions
light enough to carry through airports and powerful enough to replace my desktop while on long business trips,carry
small enough to use on a long flight,
typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on,"keyboard,edges"
if you be looking for a netbook pc do not buy from asus,
iphotos and others,iphotos
such as ilife,ilife
it have many great programs,programs
received replacement 16 days later,
other thoughts ,
hp and other pc manufacturers need to take note,
if the number of patrons in the apple store be any indication,
the fan went and the motherboard went,"fan,motherboard"
the processor went on me,processor
i bought my first macbook after seeing the product demonstrated,
it be very well built,built
might not make the avid gamer happy but i do not really think that be what this computer be designed for,
i highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door,performance
the screen resolution be exactly what i be looking for,screen resolution
24 ghz c2d be a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel,"cpu,office mac applications,word,excel,spinning wheel"
even though it be running snow leopard,snow leopard
seriously why have not they just replaced it by now,
there be no number pad to the right of the keyboard which be a bummer,"pad,keyboard"
after 20-30 min the screen of the notebook switched off,screen
then i will truly be a very happy geek,
if upgrade be possible to the full windows 7,windows 7
i have used both pcs and macs and i have to say that i really really love my mac book pro,
but i be even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs,"programs,ilife,iwork"
i be originally concerned that i could not view work i have done in college on my mac because of the pc formatting,
but since it have a 184 screen what would you expect,184 screen
it be a big big,
i have never have an experience like this,
we have not have any problems with it at all,
returned it to walmart,
10 hours of battery life be really something else,battery life
i love everything about it,
it slow and one day i hope to have the money to get rid of it and buy something else,
it meets all my needs for work and pleasure while traveling,
runs fast and the regular layout keyboard be so much better,"regular layout keyboard,runs"
all be well,
it be clean and organized,
which i always strive to be myself,
all the programs be easy and straight forward on my macbook pro,programs
he said quite a number of people have encountered this problem and said it be a common issue,
not worth it one bit,
it only survives b c its substandard laptops be forced onto captive students and employees through question-raising programs,
i just cannot fathom that the celebrated dell would last a week in environment of free competition with normal products ,
much of which hp ended up paying for,
i reinstalled windows through the recovery discs and everything seemed good again,"windows,recovery discs"
i use it just for school work,
windows 7 starter be terrific no you cannot change the background but i do not need to,windows 7 starter
support have been lackluster and now i just want a refund,support
and fax in multiple documents,
and i have to call in,
spend hours on their online chat service,online chat service
they have no record of me having the 3 year warranty i would paid almost 400 for,3 year warranty
first of all,
but if i could take this back to the shop and get my money back,
then i would,
i hate to say this,
it makes doing schoolwork at night so much easier,
i be not a happy camper,
being only 2 months old,
easy and convenient,
iphoto be probably the best program i have ever worked with ,iphoto
i love to write and play with graphics and html programming and my new toshiba works great on both,works
this computer may be small but it be one heck of a power horse,
send it back and it would still have the same problem,
they would repair one thing,
and so on,
numbers,
such as pages,
my laptop now have no battery,battery
but vhs became the industry standard,vhs
beta have better quality,quality
it made the computer much easier to use and navigate,"use,navigate"
and you will be perfectly satisfied,
do not go into it expecting 7 hrs of battery life,battery life
if you buy this ,
more than 1 to 2 hrs,
needs longer lasting battery,battery
in may i started having problems with the usb ports not working,usb ports
10 plus hours of battery,battery
if only bill gates would read some of what be said here ms would do a better job,
quality be unprecedented,quality
the design be awesome,design
i be going to try and keep my old g4 on the road for as long as possible,
the mac version of microsoft office be cheaper than buying the actual and works just as well,mac version of microsoft office
but keeps itself cleaned up and ready to use,
the mac takes about the same amount of starting-up time as the average pc,starting-up time
its hard to encounter a problem on a mac that would require such abrupt action,
the toshiba net book operates very well,operates
i loved it,
again,
it a real touch pad,"touch pad,touch pad"
the touch pad be fine ,"touch pad,touch pad"
the pictures be clear as can be,pictures
making transporting this computer very easy,transporting
it be also very lightweight,
i would only suggest using one of these laptops if only you have to,
if anything,
i sit down and use my husband work pc and i do not like it one bit,
it wonderful for computer gaming,gaming
you have to toss out the wifi card and replace it just to have any sort of network capability,"network capability,wifi card"
of course ,
and the best part be that it even comes with a free printer when they have a certain promotion offer going,printer
the place we bought it from said that after they send it out to gateway 4 times they would give us a new one,
it be very easy for anyone to use an apple and specially the mcbook pro notebook,use
i like it better than my big dell laptop,
this computer be not for computer gamers because of the os x,os x
the flaws are,
but imo no stars,
i tried giving it 0 stars but i have to choose at least one,
they really do have the worlds very worst repair service,repair service
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states,customer service agents
i be also able to install and use my photoshop and aftereffects programs easily,"photoshop,aftereffects programs"
it perfect for everything and runs faster than an average pc,runs
for being so small it be amazing that it be as fast as it is,
but they be all way too pricey for the kind of economy the us be going through,
i like all mac computers,
heck,
then after paying for it to be examined i be told it be same problem cited on website but i would have to pay anyways since it be past warrenty,warrenty
they claim that i should be happy because i be getting a new laptop to replace my two-month old laptop,
i be already hooked on the sleek look and dependability that this laptop have shown,"look,dependability"
the machine itself be alright,
it seems to have some opions that be intalled but do not work like i thought they would,
and having to deal with the company have been a even worse nightmare,company
i will definitely be getting a new laptop if it have any more issues after the warranty expires and researching carefully when i do so i do not run accross a situation like this again,warranty
i also experience the same with my macbook air,
it have all the features that be necessary for college and if not they be able to be added onto the computer,features
i have owned many different brands of laptops in my life,
i did an internet search and this be a very common problem with this laptop,
already the mouse button have broke,mouse button
i have owned this labtop for less then two months,
other than it poor performance,performance
overheating and occational blue screen,
it did fairly well,
so much so that i never want to use buttons to click again,buttons
the touchpad be very intuitive,touchpad
tons of bloatware and junk programs,programs
its sad because their commercials be great,
lots of extra space but the keyboard be ridiculously small,"space,keyboard"
but instead i got a refund and bought a mac,
dell said they would replace my laptop with a new one,
luckily,
i decided to get this pile of crap on a whim and totally freaking regret it,
never been hacked,
it so bad that i be thinking i only got half a battery or something,battery
largest hard drive and windows 7,"hard drive,windows 7"
long battery life,battery life
good keyboard,keyboard
i think it be seventy nine plus tax,
take your money elsewhere,
in summary,
the processor be very quick and effective as i load webpages and applications,"processor,applications,load,webpages"
my battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars,battery
i do not cae how cheap it is,
i will never buy refurbished again,
and looks great to boot,boot
it pretty much does everything we could ever need,
it be just slow slow slow,
i doubt you would be overly disappointed if you invest in this machine,
bottom line,
i be extremely pleased to make the change to mac,
as a lifelong windows user,windows
i went out and got myself an apple macbook pro,
owing to these problems,
which i be using with great satisfaction at this very moment,
so,
the macbook pro be extremely thin and light compared to those heavy windows laptop,
so this be great for me,
this be the first macbook i have ever had,
the acer one compuer be a great computer,
another problem,
and the laptop runs just as fast as the first day i bought it,runs
my computer have never got a virus,
the macbook be also made better,
i would heartily recommend theapple 133 macbook pro notebook computer z0j80001 notebook for all your needs,
if you be thinking of a laptop,
so,
and i be operating an incredibly efficient and useful machine for a great price,price
installed openoffice and firefox,"openoffice,firefox"
i wiped nearly everything off of it,
although it did have great battery life when it did work,battery life
have poor performance,performance
overall i feel this netbook be poor quality,quality
easy to use first laptop,use
i picked it out because it be inexpensive 400 and i thought it would be a good,use
my only problem be i can not reg the product key,product key
the time remaining goes from 4 hours plus to less than 2 hours over the span of about 10 minutes,
pay attention to the specs if you want these options,specs
mind-numbingly slow-then i found it can only be loaded with 2gb maximum ,
stupidly,
it also does not have bluetooth,bluetooth
sure it have the one touch keys but that be the best feature of the computer,"feature,one touch keys"
i can do pretty much 75 of what i do on my desktop on my kitchen table,
being a pc user my whole life,
great battery life,battery life
the real stand out on this computer be the feel of the keyboard and it speed,"keyboard,speed"
low price,price
the computer seemed a great deal-seemingly high-end specs for a low,specs
at first,
delivery be early too,delivery
i have to send it back 3 times,
during that time,
this thing holds its own,
although i opted for the lowest end macbook pro,
love the stability of the mac software and operating system,"stability,mac software,operating system"
and that probably explains why i have already have my sata controller go bad within a year of buying it,sata controller
i left the place angrily,
i my wife be also now the proud owner of a macbook as well,
i have have a toshiba laptop in the past,
it also very capable of doing moderate video editing although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing ,"video editing,performance,mobile video editing"
asus said my net-book be working properly,
i received this laptop as a gift and let me just tell you that its the worst,
very annoying,
my main reason to convert be the imovie program,imovie program
it have a faster processor and more ram,"processor,ram"
entry-level laptop,
this will fit the bill,
if you need an affordable,
so why not give you a better battery ,battery
laptops be usually used on the go,
i will never complain about the price since i believe you get what you pay for and my macbook pro be worth every dollar,price
i be not a big fan of the netbooks but this one be very well designed,designed
it may take a little getting used to but you do not have to worry about viruses or other headaches,
and the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles,warranty
i still have that stupid bluetooth mouse to,bluetooth mouse
high tech features,features
would like more trendy,
keyboard be great but primary and secondary control buttons could be more durable,"keyboard,control buttons"
but that not too bad,
screen be a bit glossy,screen
received the product promptly and without any issues,
i can hardly ever take my hands off it,
it be so great,
i remind myself from time to time to take off my watch when ever i look at the small scratch that it have caused,
so i be now on the second motherboard within 3 months,"motherboard,motherboard"
i got it back again and be told the motherboard have been replaced,"motherboard,motherboard"
but reasons we chose this apple computer,
when compared to my 3 week old early 2011 edition there i barely experience any difference in performance 23 ghz v s 24 ghz ,performance
processor ,processor
but dell,
they say it could be the motherboard again,motherboard
i upgraded from a 5 year old laptop and be amazed to find out that this computer be much slower then my old laptop,
2nd best computer in the world only one way this computer might become the best be that it needs to upgreade patches to make less easier for people to hack into,patches
especially,
love the speed,speed
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3,"system memory,radeon 5850,ddr5,ddr3"
the versions of these programs on a mac be graphically and functionally superior,"programs,programs"
worked on and opened on both a pc and mac,
not only be the versions of these programs able to be saved,"programs,programs"
by air sounds more like by truck to me,
so far it have been five months since the last problem be fixed and i be praying it have finally stopped,
it outstanding too,
and multiple at a time if you sowish,
the speed gives you the power to work on these projects seamlessly,speed
awesome laptop and the perfect size to carry around in college,size
so i be disappointed in that because communicating with my relatives out of the area be a priority,
a month later,
we reinstall the os vista ,os vista 
but there be no guarentee,
some problems can be fixed if you purchase new software,software
it a lie,
my real problem with it the statement of 7 hour battery life be not just mere exaggeration -,battery life
just chill and enjoy,
the battery life be also relatively good,battery life
it be her first laptop and she be thrilled,
i should have sent it back to them then,
i definitely suggest getting an extended warranty,extended warranty
you will probably need it,
if this would be your first mac purchase then i would highly suggest that you take advantage of the class that they offer to learn about the differences between mac and pc ,
i have have it only 5 months and have have to send it away to be repaired twice,
this laptop leaves alot to be desired,
very imformative,
wonder alerts and tutorials making it very easy for someone like me who be not exactly technologically advanced to learn to use the various features and programs,"features,programs,use"
i have found it very easy to use,use
and best of all i can run all the web programming software i need to use all at once without slowing me down,web programming software
i do not have to wait 5 minutes for a webpage to download,
i do not have stupid pop up windows even when i have pop ups blocked ,"pop up windows,pop ups"
i bought this laptop so that the entire family have a computer in the living room,
do not waste your money or time,
it have spent more time in repair shops than i can possibly recount here,
memory be upgradable,memory
it very frustrating and very disappointing,
web access through the 3g network be so slow,"3g network,web access"
i bought this laptop a month or two ago,
well,
my macbook pro have been a huge disappointment,
received all four in good order,
the computer first started malfunctioning 3 months after purchasing it,
this be starting off good,
the large screen also helps when you be working in design based programs like adobe creative suite,"screen,design based programs,adobe creative suite"
the only pro to this computer be it be under 600,
-do not buy anything from companies that do not respect their customers,companies
moral of the story ,
this be my first dell i heard their customer service be lacking and that they be working on improving it,customer service
as well as having the plug in the computer come loose,plug
very small and portable i have have this netbook about 12 hrs now and it better than expected,
she said wal mart rants and raves abouy carring dell because it a big name but they be a piece of garbage,
not with apple,
the laptop just died,
after 3 pleasant weeks of use,
each time taking about 1 day or so,
second hdd cover have walls inside that need to be broken if you what to install one,hdd cover
if you want more information on macs i suggest going to applecom and heading towards the macbook page for more information on the applications,applications
i be a dumb college girl and have to have the wireless internet,
so a couple of years later,
this netbook went bad on me after 3 days,
probably wo not work either,
great product by apple with the new great looking design,design
i love the keyboard,keyboard
does everything i ask for and have some very good unexpected pluses,
probably as good as you can get in a netbook,
overall i be very satisfied with the purchase,
and this makes it so easy,
i often have to take work home,
in my line of work,
and i did not need to do that,
and i lost pictures of my oldests first 2 years of her life,
they told me to reprogram the computer,
amateurs and experts alike,
which be a great program for anyone who be into photography ,program
i use iphoto all the time,iphoto
i bought this laptop for my son in 2007 for his christmas present,
it took so much time,
i hate it,
but that does not matter when i output media to the 50 inch lcd tv,
the screen be not huge,screen
i will stick to tashiba,
i will have to purchase spy ware or nortell for privacy protection,"spy ware,nortell"
you will not regret buying such a great thing like this,
i be said it videocard,videocard
plus stylish,
for the price and what i get out of it have exceeded my expectations,price
if you be going to deal with hp be careful,
and,
i took the computer into best buy where i purchased it and they kept it over night to study it,
if you be tired of rebooting,
if you want a computer to work for you for a change,
make the change to this computer,
reformatting,
reinstalling,
trying to find drivers,drivers
if your time be worth anything to you,
my macbook pro be no exception,
find something else,
unless you do not care how long it takes to get going,
you may be reading one now,
the only thing i wish be the 15 inch macbook pro have much better speakers on the side of the keyboard,"speakers,keyboard"
i will have to say that i love my macbook pro,
about 10 of their products fail,
he said,
in fact,
this be the first apple product that i have purchased,
and i do think it be a great starter laptop,
as easy as it be to use,use
now,
this causes my wrist to scrape up against it,
enough said,
like the pixel sizes and whatnot,pixel sizes
the screen size would change on it own,screen size
setting would change for some reason,setting
it have some kind of pre installed software update that completely shut the computer down when you clicked it,pre installed software update
so far i have experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,"customer services,toshiba customer services"
ever since i bought this laptop,
i do not plan on going back,
but sometimes you just find a computer that works for you,
no laptop be perfect,
but its very pricey,
i really like the mac 154in notebook,
the space bar makes a noisy click every time you use it,space bar
also,
iphotos be an excellent program for storing and organizing photos,"iphotos,program"
other than that its a great performing machine and well meets all my needs and more,performing
but most recently owned a budget pc since it be what we could afford,
we be occasional mac users before,
called tech support and got the usual acer we do not support software but for we can help you i explained there be no software involved in booting,"software,software,booting"
i would never tell anyone to buy one either,
etc,
imail which can incorporate with the address book on the ipod and ipad ,imail
imovie,imovie
like iphoto love the editing capabilities ,iphoto
the programs be great,programs
in case it gets broken,
or crashes etc,
the only thing i did not learn in my research be the software i would need like privacy protection and warranty protection,software
i cannot say enough good for it,
comfterbale to use light easy to transport,"use,transport"
the computer itself be a good product but the repair depot stinks,repair depot
i thought the price be great for the specs,"price,specs"
i be tired of going without my laptop every few weeks,
the only down fall be that it have no cd drive but i found that they be very cheap to by and also very portable making this the best friend to someone who be always looking for more space then they have,cd drive
the hard disk capacity really does not matter to me,hard disk capacity
so,
just for a stupid cd,
keys stick periodically and i havent have the laptop for 45 days yet,keys
and when it goes flat,
it just dies like a pc,
maybe worse and i loose all my open documents,
it crashes,
i also like that you can scroll down in a window using two fingers on the trackpad,trackpad
everything from the design to the os be simple and to the point,"design,os"
i be now making a point to avoid their products and i hope my experience can serve as a warning to you as well,
of course a different brand,
i v spent as much for shipping as i would to buy a new netbook -,shipping
i personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers,"gaming look,gaming performance"
this just keeps having it hard drive replaced,hard drive
