review,terms
since i never really got to use this,"O,O,O,O,O,O,O,O"
buyers beware,"O,O"
how does the power supply not work,"O,O,BB,B,I,EI,O"
sells for the same as a netbook without sacrificing size,"O,O,O,O,O,O,O,O,BB,B"
i will rather be out of date then spend more money on toshiba,"O,O,O,O,O,O,O,O,O,O,O,O,O"
be that it be out of warranty and i could pay to have it repaired,"O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O"
upon giving them the serial number the first thing i be told,"O,O,O,O,O,O,O,O,O,O,O,O"
so i have to remove it,"O,O,O,O,O,O"
windows xp sp2 caused many problems on the computer,"B,I,I,EI,O,O,O,O,O"
love it,"O,O"
and the bluetooth and fingerprint reader software would not load,"EB,BB,B,EB,B,I,B,EB,O,O"
i reloaded with windows 7 ultimate,"O,O,BB,B,I,I"
none of the techs at hp knew what they be doing,"O,O,BB,B,I,I,EI,O,O,O,O"
it be such a great piece of equipment,"O,O,O,O,O,O,O,O"
oh,O
bad video card unreliable overall,"BB,B,I,EI,O"
this will be my second time returning this laptop back to best buy,"O,O,O,O,O,O,O,O,O,O,O,O,O"
this be my second one and the same problem,"O,O,O,O,O,O,O,O,O"
so i be adjusting to not having it,"O,O,O,O,O,O,O,O"
i use that alot on my desktop,"O,O,O,O,O,O,O"
it perfect,"O,O"
with awesome graphics and assuring security,"O,BB,B,EB,BB,B"
but for the audio problem when 1st sent for repair,"O,O,BB,B,EB,O,O,O,O,O"
laptop be in new condition and operational,"O,O,O,O,O,O,O"
i be disappointed when i realized that the keyboard does not light up on this model,"O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
this machine be a horrible experience,"O,O,O,O,O,O"
it runs perfectly,"BB,B,EB"
and never a issue,"O,O,O,O"
very dissappointed becase i have have toshibas for years,"O,O,O,O,O,O,O,O,O"
if you have any creativity in you do yourself a favor and get a mac,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the laptop be very easy to set up,"O,O,O,O,O,BB,B,I"
congratulations asus for creating one big piece of dump which be my laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O"
sometimes the screen even goes black on this computer,"O,BB,B,EB,O,O,O,O,O"
i would definitely recommend checking out this laptop if you be in the market for one,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i recommend for word processing and internet users,"O,O,BB,B,I,EI,B,EB"
since i have have this computer i have only used the trackpad because it be so nice and smooth,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
it will occasionaly just go off by itself,"O,O,O,O,O,O,O,O"
when the computer have been on for several minutes,"O,O,O,O,O,O,O,O,O"
but it meets it spec quite easily,"O,O,O,BB,B,EB,O"
a longer battery life would have been great ,"O,BB,B,I,EI,O,O,O"
80-gigabyte hd,"BB,B"
and end up lasting a lot longer,"O,O,O,O,O,O,O"
and fairly new graphics chip as i soon discovered,"O,O,BB,B,I,EI,O,O,O"
better-configured,O
there be a reason for which similarly-configured sony and toshiba machines cost more ,"O,O,O,O,O,O,O,O,O,O,O,O,O"
they use higher-quality components that be faster,"O,O,BB,B,EB,O,O"
though,O
who could not love a dvd burner,"O,O,O,O,BB,B,I"
falls into the case,"O,O,O,O"
this be something i would deffinately reccomend to someone,"O,O,O,O,O,O,O,O,O"
its fast and another thing i like be that it have three usb ports,"O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
mac computers automatically defrag each time you start your computer,"O,O,O,O,O,O,O,O,O,O"
that be my only complaint,"O,O,O,O,O"
the salesman talked us into this computer away from another we be looking at and we have have nothing but problems with software problems and just not happy with it,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
that system be fixed,"BB,B,EB,O"
and have no problems,"O,O,O,O"
ran smoothly,"B,EB"
the computer itself be fast,"O,O,O,O,O"
one of the smartest thing i did be take my time to compare laptops before making my purchase,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
like the price and operation,"O,BB,B,EB,B"
the brand be tarnished in my heart,"BB,B,EB,O,O,O,O"
and i be hoping that it can be fixed with a ground loop isolator,"O,O,O,O,O,O,O,O,O,O,BB,B,I,I"
but i still expected better product quality for this price range,"O,O,O,O,O,BB,B,EB,BB,B,I"
this be likely due to poor grounding and isolation between the components,"O,O,O,O,O,O,O,O,O,O,BB,B"
this be absolutely wonderful,"O,O,O,O"
honestly,O
i have have it for about a 1 1 2 and yes i have have an issue with it one month out of warranty,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
i really wish i have done this years ago,"O,O,O,O,O,O,O,O,O"
maybe i be just very unlucky,"O,O,O,O,O,O"
well,O
when my husband turns the light out while i be on the computer,"O,O,O,O,O,O,O,O,O,O,O,O,O"
for example,"O,O"
the leading edge be razor sharp,"BB,B,I,EI,O,O"
once open,"O,O"
loaded with bloatware,"O,BB,B"
pray you dont have major prolems,"O,O,O,O,O,O"
if you buy,"O,O,O"
i be no microsoft hater,"O,O,O,O,O"
i have just managed to turn into a much bigger apple fan because of this machine,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
do not get me wrong,"O,O,O,O,O"
hp refused to give me a new one and wal mart refused to take it back,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
within 3 weeks the same issues started happening again,"O,O,O,O,O,O,O,O,O"
maximum sound be not nearly as loud as it should be,"B,I,EI,O,O,O,O,O,O,O,EI"
they do not care a bunch,"O,O,O,O,O,O"
well,O
i loaded windows 7 via bootcamp and it works flawlessly,"O,BB,B,I,EI,B,EB,O,O,O"
i have never have to shut down the computer unexpectedly and the computer have never froze on me,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
works well with action pack games,"B,EB,BB,B,I,I"
great laptop for the price,"O,O,O,BB,B"
the macbooks be worth the dough,"O,O,O,O,O,O"
although the price be higher then dell laptops,"O,BB,B,EB,O,O,O,O"
recommended to people as their first laptop,"O,O,O,O,O,O,O"
i would recomend this acer to parents and grandparents it can really help them in school,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i would not recommend this to anyone wanting a notebook expecting the performance of a desktop it does not meet the expectations,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O,O,O"
all the functions works great,"O,BB,B,EB,O"
the macbook arrived in a nice twin packing and sealed in the box,"O,O,O,O,O,BB,B,I,EI,O,O,O,O"
so what if the laptops mobile phones look chic and cool the after sales support be terrible,"O,O,O,O,O,O,BB,B,EB,O,O,BB,B,I,I,EI,O"
they have not sent a new one nor called,"O,O,O,O,O,O,O,O,O"
i would easly reccomend this laptop to a friend,"O,O,O,O,O,O,O,O,O"
i hate the display screen and i have done everything i could do the change it,"O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O"
i spent alot of money on this product and its been a nightmare,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i also like the acer arcade but these be reallythe only two things i liked about this laptop,"O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O"
which be leaps and bounds ahead of pc in my opinion,"O,O,O,O,O,O,O,O,O,O,O"
have not yet needed any customer support with this yet so to me that be a great thing,"O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O"
thinking about returning it,"O,O,O,O"
hated that it have no cd drive to at least play cd when i wanted to listen to music and do schoolwork,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i gave it to my daughter because i just hated the screen,"O,O,O,O,O,O,O,O,O,O,BB,B"
it runs very quiet too which be a plus,"BB,B,EB,O,O,O,O,O,O"
but it have a major design flaw,"O,O,O,O,BB,B,EB"
i began to have problems with it,"O,O,O,O,O,O,O"
i took the laptop home and not even a month later,"O,O,O,O,O,O,O,O,O,O,O"
and hard to carry because of the size,"O,O,O,O,O,O,BB,B"
bulky,O
it be heavy,"O,O,O"
that be my first apple product and since then i have been incredibly happy with every product of theirs i have bought,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i tried turning it done but it did nothing,"O,O,O,O,O,O,O,O,O"
and always loads,"O,O,O"
it be super fast,"O,O,O,O"
the games included be very good games,"BB,B,EB,O,O,BB,B"
thats an amazing life spanned an electronic,"O,O,BB,B,EB,O,O"
this computer will last you at least 7 years,"O,O,O,O,O,O,O,O,O"
i bought mine from apple store the day it be released as amazon did not have it yet,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have something else go wrong and they said it have to be in good working order to be able to buy the warranty,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
the whole experiece be horrible so save up and buy a better laptop,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i just bought this laptop 3 days ago,"O,O,O,O,O,O,O,O"
i be very pleased with my purchase,"O,O,O,O,O,O,O"
sometimes you really have to tap the pad to get it to worki,"O,O,O,O,O,O,BB,B,EB,O,O,O,O"
it super fast and a great value for the price,"O,O,O,O,O,BB,B,EB,BB,B"
the mac book have advantages over pcs with linux based os there be very few problems with system performance when it comes to a mac,"O,O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,BB,B,I,EI,O,O,O,O,O"
three,O
a mac be very easy to use and it simply makes sense,"O,O,O,O,O,BB,B,EB,O,O,O,O"
emachines cannot be made entirely to blame for this computer woes,"O,O,O,O,O,O,O,O,O,O,O"
of course,"O,O"
i may have inadvertently thrown out one of the batteries with the shipping carton,"O,O,O,O,O,O,O,O,BB,B,EB,BB,B,I"
however,O
love it so far,"O,O,O,O"
it be so much easier to use,"O,O,O,O,O,BB,B"
there be no need to open a program first and the cliick open or import,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
you could say your mac could become your best friend no intention of replacing rover your dog ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
in short,"O,O"
it be a bad experience but i played down its importance,"O,O,O,O,O,O,O,O,O,O,O"
meets my needs perfectly and be light enough for this senior to carry without affecting my arthritis,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be so nice not to worry about that and the extra expense that comes along with the necessary virus protection on pc ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O"
the notebook pc,"O,O,O"
toshiba qosmio be the best gift my father could have ever gotten me,"O,O,O,O,O,O,O,O,O,O,O,O,O"
the screen quit working,"BB,B,EB,O"
three weeks after i bought the netbook,"O,O,O,O,O,O,O"
and because of the unique way that apple osx 16 functions,"O,O,O,O,O,O,O,BB,B,I,EI"
most of the graphics be routed through the hardware rather than the software,"O,O,BB,B,EB,O,O,BB,B,EB,O,BB,B"
the processor screams,"BB,B,EB"
i be currently out of town and called to inform them the broken part would be returned when i got back in town,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
returned laptop for a 4th repair and it came back but now would lock up and randomly reboot frequently making the laptop unusable,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i wanted something that have a new intel core processors and hdmi port so that we could hook it up directly to our tv,"O,O,O,O,O,O,BB,B,I,I,EI,B,I,EI,O,O,O,O,O,O,O,O,O,O"
but at an amazingly slow rate,"O,O,O,O,O,O"
the apple will run internet explorer,"O,O,O,BB,B,I"
its a shame that asus can get away with the inept staff answering thephone,"O,O,O,O,O,O,O,O,O,O,BB,B,EB,O"
with today company fighting over marketshare,"O,O,O,O,O,O"
other than that i do not have one complaint in the world,"O,O,O,O,O,O,O,O,O,O,O,O"
even after paying staples the extra money to speed it up,"O,O,O,O,O,O,O,O,O,O,O"
the computer be so slow,"O,O,O,O,O"
i feel that enough people have macs these days and that companies need to start making things more compatable than they used to be,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
but when you start looking at the features it be worth the added cash,"O,O,O,O,O,O,BB,B,EB,O,O,O,O,O"
the price premium be a little much,"BB,B,I,EI,O,O,O"
5 weeks after giving the computer for repair -apple offers to send replacement after they receive the old computer,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i cannot say enough of how satisfied i be with their product and help aftermarket,"O,O,O,O,O,O,O,O,O,O,BB,B,I,I,I"
my computer be one of the best in the school compared to my fellow classmates,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i bought for my son in the 2nd grade,"O,O,O,O,O,O,O,O,O"
this have happened three times so far,"O,O,O,O,O,O,O"
and a client needed work on her machine,"O,O,O,O,O,O,O,O"
i be a professional consultant,"O,O,O,O,O"
compresses itself and you cannot use it,"O,O,O,O,O,O,O"
microsoft word be not on it andi have to buy it seperately,"B,I,EI,O,O,O,O,O,O,O,O,O"
1 sd memory card reader and an sd memory car expansion,"BB,B,I,I,I,EI,BB,B,I,I,I"
it have 3 usb ports,"O,O,BB,B,I"
i said i wanted a new set,"O,O,O,O,O,O,O"
who knows what will happen later on when they dismantle the whole damn thing so,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
which be useful for time machine,"O,O,O,BB,B,I"
i connect a lacie 2big external drive via the firewire 800 interface,"O,O,BB,B,I,I,I,EI,BB,B,I,I"
2010,O
or early 2011 model,"O,O,O,O"
you should wait until the next update,"O,O,O,O,O,O,O"
if you already own a 2009,"O,O,O,O,O,O"
just certain things,"O,O,O"
my toshiba did not have sound on everything,"O,O,O,O,BB,B,EB,O"
i like the extra features,"O,O,BB,B,I"
i love the windows 7 home premium,"O,O,BB,B,I,I,I"
i be overall very pleased with my toshiba satellite,"O,O,O,O,O,O,O,O,O"
i must say i be not a happy camper,"O,O,O,O,O,O,O,O,O"
so,O
no answer,"O,O"
-called machouse amsterdam to ask for a temporary replacement,"O,O,O,O,O,O,O,O,O"
the aspire wont even boot past the acer screen with a droid i have tried both motorola and htc plugged into the usb port,"BB,O,O,BB,B,EB,BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
i bought it during the recent comex it show,"O,O,O,O,O,O,O,O,O"
the battery life be shorter than expected,"BB,B,I,EI,O,O,O"
it fires up in the morning in less than 30 seconds and i have never have any issues with it freezing,"BB,B,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it doesnt overheat or make any loud noises,"O,O,O,O,O,O,O,O"
look up recipes and keep it on the kitchen counter while i cook,"O,O,O,O,O,O,O,O,O,O,O,O,O"
the keyboard be top notch,"BB,B,EB,O,O"
do you think the shop will give me a new set it will not,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i have have nothing but problems since the day i took it out of the box,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
my macbook be worth after 3 years of use 375,"O,O,O,O,O,O,O,O,O,O"
it drives me crazy when i want to download a game or something of that nature and i cannot play it because its not compatable with the software,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
the online tutorial videos make it super easy to learn if you have always used a pc,"BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O"
bought this gateway m-50 or 150 early 2007,"O,O,O,O,O,O,O,O"
and the soud be excelent,"O,BB,B,EB,O"
the image be great,"BB,B,EB,O"
with a mac computer i have more free time as i do not have to wait for windows to boot up or shut down and all the viruses associated with windows,"BB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,BB,B,I,EI,B,I,EI,O,O,O,O,BB,B"
it did not take long to get used to the mac os,"O,O,O,O,O,O,O,O,O,BB,B,I"
it be very easy to just pick up and use-,"O,O,O,O,O,O,O,O,O,O"
or if you be a user who uses the computer for simple tasks,"O,O,O,O,O,O,O,O,O,O,O,O,O"
this netbook be a perfect supplementary computer to another laptop or desktop my wife and i have another laptop ,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
it be a value,"O,O,O,O"
with all the goodies inside this machine,"O,O,O,O,O,O,O"
i took it back for a full refund,"O,O,O,O,O,O,O,O"
very good investment,"O,O,O"
it be well worth the money it cost,"BB,O,O,O,O,O,BB,B"
thru windows 7 home premium,"BB,B,I,I,I"
to windows 7 professional be a snap,"BB,B,I,I,EI,O,O"
upgrading from windows 7 starter,"O,BB,B,I,I"
this computer have exactly the specifications i needed,"O,O,O,O,BB,B,EB,O"
still a very nice machine,"O,O,O,O,O"
overall,O
etc to where you want it,"O,O,O,O,O,O"
link,O
where you click and hold and drag it picture,"O,O,O,O,O,O,O,O,O"
my kids and dogs destroyed two power cords by pulling on them,"O,O,O,O,O,BB,B,I,EI,O,O,O"
but have not been able to enjoy some of the awesome new multi-touch features,"O,O,O,O,O,O,O,O,O,O,O,BB,B,I"
so i kind of knew what i be getting,"O,O,O,O,O,O,O,O,O"
i have upgraded my old macbook to lion,"O,O,O,O,O,O,O,O"
i have this computer for one month and have to send it in for repair,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
and i hated the clicking buttons,"O,O,O,BB,B,I"
but i got used to them,"O,O,O,O,O,O"
the screen be a little glary,"BB,B,EB,O,O,O"
the battery life be absolutely amazing,"BB,B,I,EI,O,O"
not to mention,"O,O,O"
but the ones that do cannot be repaired,"O,O,O,O,O,O,O,O"
i realize that not every unit have this issue,"O,O,O,O,O,O,O,O,O"
i have have a mac for 6 years and wo not go back to pc,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i love to use it it be esay and light,"O,O,O,O,O,O,O,O,O,O"
windows also shuts the computer down for no reason without warning,"B,EB,O,O,O,O,O,O,O,O,O"
not using wired lan not sure what thats about,"EI,BB,B,I,EI,O,O,O,O"
after about another month i have to send it in again to acer for repairs,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the macbook rarely requires a hard reboot,"O,O,O,O,BB,B,I"
i love it,"O,O,O"
the 1 reason that be always repeated,"O,O,O,O,O,O,O"
now for the hardware problems,"O,O,BB,B,EB"
that be not the case,"O,O,O,O,O"
unfortunately,O
anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it be putting it temporaly in save zone,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O"
it fast and have excellent battery life,"O,O,O,O,BB,B,I"
it face and depanable,"O,O,O,O"
no viruses,"O,O"
because this thing kicks a ,"O,O,O,O,O"
i be just really happy that i waited to buy,"O,O,O,O,O,O,O,O,O,O"
before this i have a dell desktop that i loved,"O,O,O,O,O,O,O,O,O,O"
the hewitt packard pavillion dv6700 be my first laptop,"O,O,O,O,O,O,O,O,O"
apple care included,"B,I,EI"
it be an all around waste of money for me,"O,O,O,O,O,O,O,O,O,O"
i worked in it retail sales before,"O,O,O,O,O,O,O"
features like the font be very block-like and old school,"B,EB,BB,B,EB,O,O,O,O,O"
it have everything you need to get the job done,"O,O,O,O,O,O,O,O,O,O"
that makes it run way to slow,"O,O,BB,B,EB,O,O"
it be loaded with programs that be of no good for the average user,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O"
because once in a while different plastic pieces would come off of it,"O,O,O,O,O,BB,B,I,EI,O,O,O,O"
i feel that it be poorly put together,"O,O,O,O,O,O,O,O"
it cant fuction well with lots of webpages open at once,"O,O,O,O,O,O,O,O,O,O,O"
i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time,"O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
finally,O
this laptop have left me with a horrible taste in my mouth for acer brand products,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
its not bad just very very annoying,"O,O,O,O,O,O,O"
maybe more like week one,"O,O,O,O,O"
well,O
windows be also rather unsteady on its feet and be susceptible to many bugs,"B,EB,O,O,O,O,O,O,O,O,O,O,O,O"
i broke down and spent another 100 to get microsoft word for mac,"O,O,O,O,O,O,O,O,BB,B,I,I,I"
after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4-6 days a week,"O,O,O,O"
i believe i purchased this in dec 09 for my primary work laptop which be used 5-10 hours a day,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
do not buy gateway computers they be junk and the warranty company be horrible,"O,O,O,O,O,O,O,O,O,BB,B,I,EI,O"
then on top of it all their cusromer service center be in the middle east,"O,O,O,O,O,O,BB,B,I,I,EI,O,O,O,O"
the only bad part be the size weight,"BB,O,O,O,O,BB,B,B"
the little battery that it did have would only last about an hour while just having it on the desktop,"O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i liked the aluminum body,"O,O,BB,B,I"
also it be light weight compared to others,"O,O,O,O,O,O,O,O"
its good for playing my apps on facebook or watching movies,"O,O,BB,B,EB,O,O,O,BB,B,I"
everything about it have been sub-par from what i would have expected from apple,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
from the build quality to the performance,"O,BB,B,I,EI,BB,B"
and the program will simply open that file,"O,BB,B,EB,O,O,O,O"
i love the dock where i can simply drop a file ontop of a particular program,"O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,BB,B"
newegg,O
sorry,O
be safe buy a sony,"O,O,O,O,O"
pretty much everything else about the computer be good it just stops working out of no were,"O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,O"
originally bought it for my wife,"O,O,O,O,O,O"
it be truly a great computer costing less than one thousand bucks before tax,"O,O,O,O,O,BB,B,EB,O,O,O,O,O,O"
great value for the price,"O,O,O,BB,B"
waiting for the i7 be well worth it,"O,O,BB,B,EB,O,O,O"
i bought this laptop on saturday and be completely in love with it,"O,O,O,O,O,O,O,O,O,O,O,O,O"
dents or other signs of damage and be told that be the only way this type of damage could happen,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i asked how they would determine that since there be no scratches,"O,O,O,O,O,O,O,O,O,O,O,O"
my monitor have been acting up for about 2 months,"BB,B,EB,O,O,O,O,O,O,O"
now,O
the extended warranty be a problem,"BB,B,I,EI,O,O"
also,O
boots up fast and runs great,"B,I,EI,BB,B,EB"
lightweight and the screen be beautiful,"O,O,BB,B,EB,O"
and i promise you wo not regret it,"O,O,O,O,O,O,O,O"
love it,"O,O"
buy it,"O,O"
i needed a driver for my hp and they would not help me with out me paying over 50 for it,"O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
this might not be the laptop for you,"O,O,O,O,O,O,O,O"
if you do not like fingerprints,"O,O,O,O,O,O"
standard email the form and fax it back in to us,"O,O,O,O,O,O,O,O,O,O,O"
call tech support,"BB,B,I"
my vaio crashed again,"O,O,O,O"
just a month and a half or two months ago,"O,O,O,O,O,O,O,O,O,O"
they sent it back with a huge crack in it and it still did not work,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B"
a coupla months later,"O,O,O,O"
they change my hard drive,"O,O,BB,B,I"
i did contact hp and share how unhappy i am,"O,O,O,O,O,O,O,O,O,O"
all the functions works great,"O,BB,B,EB,O"
the macbook arrived in a nice twin packing and sealed in the box,"O,O,O,O,O,BB,B,I,EI,O,O,O,O"
and very capable,"O,O,O"
durable,O
the 13 macbook pro be portable,"O,O,O,O,O,O"
i should have spent an extra hundred bucks and got a full sized computer,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
great overall,"O,O"
my smart phone be faster,"O,O,O,O,O"
they say sorry out of warranty,"O,O,O,O,BB,B"
there be no control + alt + delete business anymore,"O,O,O,O,O,O,O,O,O,O"
i have full control at all times of what be going on ,"O,O,O,O,O,O,O,O,O,O,O,O"
i bought this laptop because of the performance to price ratio,"O,O,O,O,O,O,BB,B,EB,B,EB"
pc never worked right even after bios fixed,"O,O,O,O,O,BB,B,EB"
i be led to the apple display at best buy by the sleek design and promise of less tech issues,"O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O,BB,B,I"
after having two pc laptops die with in the past 3 years,"O,O,O,O,O,O,O,O,O,O,O,O"
but found that disconnecting it and lugging it around be a drag,"O,O,O,O,O,O,O,O,O,O,O,O"
i have a laptop as my regular computer,"O,O,O,O,O,O,O,O"
this be my second macbook,"O,O,O,O,O"
the size be perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,O,O"
the service i received from toshiba went above and beyond the call of duty,"BB,B,EB,O,O,O,O,O,O,O,O,O,O,O"
etc,O
have have many higher priced computers crash and burn long before ever got to use all that great memory and speed,"O,O,O,BB,B,EB,O,O,O,O,O,O,O,O,O,O,O,BB,B,EB,B"
i would recommend it just because of the internet speed probably because thats the only thing i really care about,"O,O,O,O,O,O,O,BB,B,I,EI,O,O,O,O,O,O,O,O,O"
i own other macs but always find myself navigation to the macbook pro to get my work done,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
etc,O
etc ,O
iphoto ,B
keynote,B
music garageband ,"B,B"
numbers,B
photo management photo booth,"B,I,B,I"
video-editing or movie-making imovie ,"B,EB,B,B"
there be several programs for school or office use pages,"O,O,BB,B,EB,B,I,I,I,B"
this be my 3rd apple laptop and first macbook pro,"O,O,O,O,O,O,O,O,O,O"
i have have this laptop for a few months now and i would say im pretty satisfied,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
the love part of my relationship with this laptop does not take very long,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
not enough time for me to give it 5 stars,"O,O,O,O,O,O,O,O,O,O"
the screen shows great colors,"BB,B,EB,BB,B"
and even if apple does decides to change mode,"O,O,O,O,O,O,O,O,O"
the price will stay the same for the next year,"BB,B,EB,O,O,O,O,O,O,O"
unlike pc laptops which drop more than 80 ,"O,O,O,O,O,O,O,O"
you know first thing that you will not lose any value for that laptop,"O,O,O,O,O,O,O,O,O,BB,B,EB,O,O"
your laptop value will only drop 10-20 ,"O,BB,B,EB,O,O,O"
reason why it because when you buy it,"O,O,O,O,O,O,O,O"
that a huge difference,"O,O,O,O"
but macs or fantastic,"O,O,O,O"
hps be not that good,"O,O,O,O,O"
dells be ok,"O,O,O"
buyers beware,"O,O"
so,O
i be totally satisfied with my little toshie,"O,O,O,O,O,O,O,O"
just for starters,"O,O,O"
i have no idea how to burn cd or to use the web cam,"O,O,O,O,O,BB,B,I,EI,BB,O,BB,B,I"
but it be still inconvienent because of my classes and my communication with my fiance,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
by this time they be paying for me to send it to them and everything,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
i sent it off to acer,"O,O,O,O,O,O"
again,O
definitely recommended,"O,O"
it be extremely user friendly and intuitive,"O,O,O,O,O,O,O"
so awesome,"O,O"
let me start with the good ,"O,O,O,O,O,O"
i have finally reached my limit and broke down,"O,O,O,O,O,O,O,O,O"
but the computer be very light,"O,O,O,O,O,O"
the 17 inch screen be very large,"BB,B,I,I,EI,O,O"
but this machine just caused another plunge,"O,O,O,O,O,O,O"
given their horrible support,"O,O,BB,B"
my opinion of sony have been dropping as fast as the stock market,"O,O,O,O,O,O,O,O,O,O,O,O,O"
i guess it be ok,"O,O,O,O,O"
other than not getting viruses,"O,O,O,O,O"
do i like the computer well,"O,O,O,O,O,O"
or it will not show after the reload,"O,O,O,O,O,O,O,O"
you must install the launch manager on the drivers applications dvd,"O,O,O,BB,B,I,EI,BB,B,I,I"
for the bluetooth to work properly,"O,BB,B,EB,O,O"
i waited and waited and no laptop,"O,O,O,O,O,O,O"
everything be falling apart internally and externally,"O,O,O,O,O,O,O"
i also liked the glass screen,"O,O,O,BB,B,I"
the switchable graphic card be pretty sweet when you want gaming on the laptop,"BB,B,I,I,EI,O,O,O,O,BB,B,EB,BB,O"
